순번,지식재산권 명칭,출원구분,출원국,출원일자,출원번호,등록일자,등록번호
194,"방위모의신호 발생 장치, 이의 동작 방법 및 컴퓨터 프로그램",특허,대한민국,2021-07-14,10-2021-0092376,2023-06-30,10-2551830
195,에너지 하베스팅 장치 및 그 제어 방법,특허,대한민국,2021-09-09,10-2021-0120603,2023-06-30,10-2551889
196,발사관용 기계식 구속장치 구조,특허,대한민국,2021-10-20,10-2021-0140480,2023-06-30,10-2551543
197,화학작용제를 방어하기 위한 반응성 피부보호제 세정용 조성물 및 이를 이용한 세정 방법,특허,대한민국,2023-03-29,10-2023-0041197,2023-06-29,10-2551067
198,종단 급전 동축 도파관 어뎁터 및 이를 포함하는 안테나,특허,대한민국,2021-02-04,10-2021-0016277,2023-06-28,10-2550761
199,AMR 음성데이터 판별 방법 및 그 장치,특허,대한민국,2021-03-17,10-2021-0034760,2023-06-28,10-2550760
200,열전지용 전극,특허,대한민국,2021-03-25,10-2021-0038474,2023-06-28,10-2550758
201,표적 위치 추정 방법 및 그 시스템,특허,대한민국,2021-05-04,10-2021-0058122,2023-06-28,10-2550762
202,공기 흡입식 폭발물 탐지 장치,특허,대한민국,2021-07-05,10-2021-0087799,2023-06-28,10-2550708
203,착륙 시스템,특허,대한민국,2021-08-12,10-2021-0106526,2023-06-28,10-2550702
204,벨트형 탄소섬유시트 기반 수중 전기장 센서 전극,특허,대한민국,2022-12-22,10-2022-0181572,2023-06-28,10-2550420
205,위상 제어 방법 및 시스템,특허,대한민국,2023-04-04,10-2023-0044350,2023-06-28,10-2550763
206,"수치건물지면모델 생성 방법 및 장치, 컴퓨터 판독 가능한 기록 매체 및 컴퓨터 프로그램",특허,대한민국,2021-06-01,10-2021-0070996,2023-06-27,10-2550233
207,무인이동체 위성항법 유도 장치 및 방법,특허,대한민국,2022-08-23,10-2022-0105641,2023-06-27,10-2550145
208,구동 부하 시험 장치,특허,대한민국,2021-06-08,10-2021-0074254,2023-06-26,10-2549499
209,접힘형 러그 모듈 및 이를 포함하는 비행체,특허,대한민국,2021-08-24,10-2021-0111528,2023-06-26,10-2549496
210,가상 네트워크 기능 조율 방법 및 그 장치,특허,대한민국,2021-06-25,10-2021-0083453,2023-06-23,10-2548926
211,수신 신호에 대한 공분산 행렬의 고유값의 차이와 차이의 평균을 이용한 신호 추정 방법 및 장치,특허,대한민국,2021-05-14,10-2021-0062574,2023-06-22,10-2548408
212,방호 장치,특허,대한민국,2021-06-29,10-2021-0084858,2023-06-22,10-2548354
213,연료 분사 장치 및 이를 포함하는 엔진 모듈,특허,대한민국,2021-04-06,10-2021-0044480,2023-06-21,10-2547939
214,비행체 흡입구의 배압 조정 장치 및 그것을 구비한 비행체,특허,대한민국,2022-12-01,10-2022-0166074,2023-06-21,10-2547447
215,가상 훈련에 의한 전투효과를 분석하기 위한 장치 및 방법,특허,대한민국,2021-07-14,10-2021-0092295,2023-06-20,10-2547419
216,자율 로봇에 대한 테스트 방법 및 이를 수행하는 전자 장치,특허,대한민국,2022-01-12,10-2022-0004785,2023-06-20,10-2547352
217,"선배열 센서를 이용한 3차원 표적기동분석 방법, 장치 및 프로그램, 및 상기 프로그램이 저장된 컴퓨터 판독 가능한 기록매체",특허,대한민국,2022-06-20,10-2022-0074699,2023-06-20,10-2547420
218,사용자 접근 제어 방법 및 상기 방법에 의해 사용자 접근이 제어되는 단말,특허,대한민국,2022-11-04,10-2022-0146498,2023-06-20,10-2547421
219,비행 플랫폼의 김발 제어정보 제공 장치 및 방법,특허,대한민국,2022-11-30,10-2022-0164513,2023-06-20,10-2547412
220,2차원 방향 탐지 장치 및 이를 이용한 2차원 방향 탐지 방법,특허,대한민국,2023-01-17,10-2023-0006642,2023-06-20,10-2547248
221,솔레노이드 밸브의 고장 진단 장치 및 방법,특허,대한민국,2020-09-23,10-2020-0123338,2023-06-19,10-2546823
222,통계적 특징점 선별 장치 및 방법,특허,대한민국,2022-04-04,10-2022-0041735,2023-06-19,10-2546815
223,유도탄의 지형 간섭 판단방법 및 이를 위한 판단장치,특허,대한민국,2022-11-28,10-2022-0161752,2023-06-19,10-2546814
224,영상추적형 위협체 교란 시험용 광학 시스템,특허,대한민국,2022-11-28,10-2022-0162060,2023-06-19,10-2546720
225,"EHA 시스템을 위한 힘 싸움 억제 시스템 및 방법, 그리고 EHA 다중화 제어 방법",특허,대한민국,2022-11-29,10-2022-0163324,2023-06-19,10-2546824
226,유도탄의 사격가능영역을 실시간으로 표시하는 장치 및 방법,특허,대한민국,2022-11-29,10-2022-0162135,2023-06-19,10-2546806
227,비지도 이상치 감지 장치 및 방법,특허,대한민국,2022-12-06,10-2022-0168919,2023-06-19,10-2546822
228,전자기 성능 분석 장치,특허,대한민국,2022-12-26,10-2022-0184814,2023-06-16,10-2546338
229,재밍효과도 분석 방법 및 시스템,특허,대한민국,2023-01-12,10-2023-0004923,2023-06-16,10-2546292
230,플로우 패킷을 처리하는 전자 장치의 동작 방법 및 이를 지원하는 전자 장치,특허,대한민국,2021-05-21,10-2021-0065456,2023-06-14,10-2545202
231,"챔버, 이를 포함한 원자 증기셀 제조 시스템 및 방법",특허,대한민국,2021-02-17,10-2021-0020842,2023-06-13,10-2544818
232,아군훈련 정보로 훈련한 생성모델을 사용하여 적군의 초기 부대 전개에 따른 전투 방책을 예측하는 방법 및 장치,특허,대한민국,2022-09-28,10-2022-0123487,2023-06-13,10-2544815
233,래치 회로를 이용하여 입력 전원으로부터 출력 전원으로의 전원 공급을 제어하기 위한 장치 및 방법,특허,대한민국,2021-08-30,10-2021-0115022,2023-06-12,10-2544206
234,전자 장치의 소프트웨어 검증 방법,특허,대한민국,2021-07-29,10-2021-0099908,2023-06-09,10-2543663
235,원통형 튜브 내주면의 고온 내마모 특성 평가 장치 및 방법,특허,대한민국,2022-11-08,10-2022-0147807,2023-06-09,10-2543321
236,이중 편파 레이다를 이용한 표적 탐지 방법 및 시스템,특허,대한민국,2023-02-03,10-2023-0015024,2023-06-08,10-2543195
237,이중 편파 레이다를 이용한 인공물 탐지 방법 및 시스템,특허,대한민국,2023-02-03,10-2023-0015023,2023-06-08,10-2543194
238,이벤트 수집 장치 및 그 방법,특허,대한민국,2021-11-15,10-2021-0157055,2023-06-07,10-2542430
239,표준 적합성 시험을 수행하는 방법 및 전자 장치,특허,대한민국,2022-12-02,10-2022-0166547,2023-06-07,10-2542534
240,"모의 표적 제공 장치 및 방법, 그리고 이를 포함하는 요격 모의 훈련 시스템",특허,대한민국,2021-07-09,10-2021-0090568,2023-06-02,10-2541637
241,"생체 모방 비행체의 외부 환경 운용을 위한 제어 장치 및 방법, 이를 포함하는 생체 모방 비행체",특허,대한민국,2021-07-14,10-2021-0092468,2023-06-02,10-2541621
242,파티클 필터링을 이용한 비트율 제어 방법 및 장치,특허,대한민국,2021-03-15,10-2021-0033547,2023-06-01,10-2540906
243,"다중 스펙트럼 탐지에 대한 위장 패턴의 제조 방법, 위장 패턴의 최적화 방법 및 이를 위한 전자 장치",특허,대한민국,2023-02-22,10-2023-0023868,2023-05-31,10-2540113
244,운용환경 모의 방법 및 시스템,특허,대한민국,2022-11-02,10-2022-0144727,2023-05-30,10-2539665
245,"유전자 알고리즘 기반의 역설계 방법과, 이를 포함하고 인공지능 프로그램이 채용된 컴퓨터를 활용한 합금 설계방법, 및 유전자 알고리즘 기반의 역설계 방법을 실행시키기 위한 프로그램을 기록한 컴퓨터 판독 가능한 기록매체",특허,대한민국,2020-11-26,10-2020-0161529,2023-05-26,10-2538814
246,선형 주파수 변조 펄스 능동소나 시스템의 잔향 제거 장치 및 방법,특허,대한민국,2021-05-27,10-2021-0068559,2023-05-26,10-2539177
247,폭발압접을 이용한 내열금속 라이닝 튜브의 제조 방법,특허,대한민국,2022-11-08,10-2022-0147809,2023-05-26,10-2538817
248,전자 장치의 사이버 공격 탐지 방법,특허,대한민국,2021-08-31,10-2021-0115601,2023-05-25,10-2538540
249,주파수 측정과 인터페로미터 방향탐지를 위한 위상차 측정 방법 및 이를 포함하는 광대역 디지털 수신기,특허,대한민국,2023-01-09,10-2023-0002763,2023-05-25,10-2538624
250,도파관 급전 배열 혼 안테나,특허,대한민국,2021-11-04,10-2021-0150852,2023-05-24,10-2538134
251,도파관 배열 안테나,특허,대한민국,2021-11-04,10-2021-0150851,2023-05-24,10-2538133
252,트리아졸 네트워크 기반 고무탄성체의 접착 증진제 및 이의 합성 방법,특허,대한민국,2019-12-13,10-2019-0166831,2023-05-23,10-2537027
253,"비행체의 캐롯 추종(Carrot Chasing) 유도 제어 방법, 캐롯 추종(Carrot Chasing) 유도 제어 장치 및 그 유도 제어 장치를 탑재한 비행체",특허,대한민국,2021-06-11,10-2021-0076202,2023-05-23,10-2537028
254,고반복 광 펄스열 발생 장치 및 이를 포함하는 위상 변조 장치,특허,대한민국,2022-11-23,10-2022-0158296,2023-05-22,10-2536662
255,안정적 유로확보가 가능한줄-톰슨 극저온 냉각기,특허,대한민국,2023-01-05,10-2023-0001568,2023-05-22,10-2536901
256,"무릎관절 보조 착용로봇, 그 제어시스템 및 제어방법",특허,대한민국,2021-11-09,10-2021-0153418,2023-05-19,10-2536390
257,독성이 제거된 리신 백신 및 이의 제조방법,특허,대한민국,2022-07-29,10-2022-0094423,2023-05-19,10-2535965
258,단 분리 시스템,특허,대한민국,2022-11-15,10-2022-0152716,2023-05-19,10-2536102
259,전자 장치 및 그의 위치 추정 방법,특허,대한민국,2022-12-01,10-2022-0165795,2023-05-19,10-2536338
260,무인기 공유데이터 배포 시스템,특허,대한민국,2022-11-15,10-2022-0152677,2023-05-18,10-2535470
261,능동형 반사음 차폐 유닛 및 장치,특허,대한민국,2022-11-29,10-2022-0162727,2023-05-18,10-2535449
262,전자 장치의 사이버 보안 리포트 생성 방법,특허,대한민국,2021-10-18,10-2021-0138378,2023-05-17,10-2535251
263,절리암석 동적전단하중 재현을 위한 충격 낙하 테이블 시험장치,특허,대한민국,2021-11-30,10-2021-0168376,2023-05-17,10-2534938
264,전류 재사용형 구조 기반의 주파수 체배기,특허,대한민국,2022-06-15,10-2022-0072901,2023-05-17,10-2535391
265,전류 필라멘트 분산 유도를 위한 광전도 반도체 스위치,특허,대한민국,2022-11-22,10-2022-0157500,2023-05-17,10-2535309
266,광원 시스템,특허,대한민국,2022-11-23,10-2022-0158482,2023-05-15,10-2534087
267,표적 탐지 방법 및 시스템,특허,대한민국,2023-02-21,10-2023-0023149,2023-05-12,10-2533749
268,비디오 이상치 탐지를 위한 전자 장치 및 그의 동작 방법,특허,대한민국,2022-10-12,10-2022-0130516,2023-05-11,10-2533041
269,감쇠 정보를 설정하는 전자 장치의 동작 방법 및 이를 지원하는 전자 장치,특허,대한민국,2021-11-30,10-2021-0168864,2023-05-10,10-2532621
270,독성이 제거되고 용해성과 발현량이 향상된 리신 백신 및 이의 제조방법,특허,대한민국,2022-07-29,10-2022-0094422,2023-05-10,10-2532456
271,강상관전자계를 이용한 적외선 투과 전도체 및 그 제조방법,특허,대한민국,2021-02-17,10-2021-0021258,2023-05-09,10-2532178
272,수중 에너지 하베스팅 장치,특허,대한민국,2022-12-05,10-2022-0167825,2023-05-09,10-2532064
273,비대칭 이중 모드 압축 광 생성 장치를 이용한 양자 고스트 이미징 장치 및 방법,특허,대한민국,2020-12-29,10-2020-0186719,2023-05-08,10-2531678
274,위상 안정화 시스템 및 이를 이용한 위상 안정화 방법,특허,대한민국,2021-03-16,10-2021-0034161,2023-05-08,10-2531619
275,초음속 유량 측정 장치,특허,대한민국,2020-12-29,10-2020-0186507,2023-05-04,10-2531144
276,합성개구면레이다를 모의하는 시스템 및 방법,특허,대한민국,2023-01-05,10-2023-0001918,2023-05-04,10-2531068
277,해치 개폐 구동장치를 포함하는 해치 시스템,특허,대한민국,2021-06-08,10-2021-0074014,2023-05-03,10-2530151
278,사설 PSTN에서 2선 전화 신호의 이더넷 변환 장치 및 방법,특허,대한민국,2021-08-19,10-2021-0109577,2023-05-03,10-2530643
279,유로가 구비된 정화통,특허,대한민국,2022-09-27,10-2022-0122649,2023-05-02,10-2529422
280,데이터를 송수신하는 방법 및 이를 지원하는 무인비행체,특허,대한민국,2022-12-26,10-2022-0184439,2023-05-02,10-2529888
281,해상 무선통신 환경에서의 페이딩 극복방법,특허,대한민국,2021-09-14,10-2021-0122753,2023-04-28,10-2529154
282,"무인항공기의 위치 측정 장치 및 방법, 컴퓨터 판독 가능한 기록 매체 및 컴퓨터 프로그램",특허,대한민국,2021-01-19,10-2021-0007258,2023-04-27,10-2528592
283,"비정상 프로세스 식별 장치 및 방법, 컴퓨터 판독 가능한 기록 매체 및 컴퓨터 프로그램",특허,대한민국,2021-08-17,10-2021-0108113,2023-04-27,10-2528593
284,위성체 기준 좌표계 설정 방법,특허,대한민국,2022-11-07,10-2022-0147272,2023-04-26,10-2527870
285,연합 학습 수행 방법 및 이를 위한 장치,특허,대한민국,2020-12-03,10-2020-0167810,2023-04-24,10-2526475
286,비대칭형 덕티드 팬을 구비하는 비행체,특허,대한민국,2021-02-23,10-2021-0024137,2023-04-24,10-2526692
287,전자 장치의 신호 복원 방법,특허,대한민국,2022-10-12,10-2022-0130327,2023-04-24,10-2526468
288,진동 시험 장치,특허,대한민국,2020-12-28,10-2020-0184820,2023-04-21,10-2525766
289,군사용 차량의 무장체계 제어 장치 및 그것의 운용 방법,특허,대한민국,2022-11-08,10-2022-0147772,2023-04-20,10-2525418
290,전자 장치의 지도 생성 방법,특허,대한민국,2023-02-02,10-2023-0014425,2023-04-19,10-2524995
291,원격 운용이 요구되는 군사용 전술데이터 링크의 대역폭 절감을 위한 운용 장치 및 방법,특허,대한민국,2022-12-21,10-2022-0180919,2023-04-18,10-2524523
292,고속 푸리에 변환을 이용한 광대역 신호 감시 방법 및 장치,특허,대한민국,2021-11-26,10-2021-0166107,2023-04-17,10-2524100
293,단일 채널을 이용한 통신 방법 및 이를 이용한 마스터 드론,특허,대한민국,2020-12-09,10-2020-0171741,2023-04-13,10-2523100
294,3차원 지도에서의 가시선 결정 방법 및 그 시스템,특허,대한민국,2021-05-04,10-2021-0058117,2023-04-13,10-2523092
295,주파수 가변 및 추정된 분면의 신호 비교를 이용한 3채널 모노펄스 배열 안테나의 부엽 식별 방법 및 장치,특허,대한민국,2023-02-03,10-2023-0015022,2023-04-13,10-2523096
296,위치 기반 양방향 키 교환 프로토콜을 제공하는 전자 장치 및 이의 동작 방법,특허,대한민국,2020-11-26,10-2020-0161239,2023-04-12,10-2522599
297,"암호 알고리즘 식별 장치 및 방법, 컴퓨터 판독 가능한 기록 매체 및 컴퓨터 프로그램",특허,대한민국,2020-12-28,10-2020-0185053,2023-04-12,10-2522709
298,폭발물 탐지를 위한 드론의 HILS 시스템,특허,대한민국,2021-12-07,10-2021-0173625,2023-04-12,10-2522264
299,유동 기체의 비접촉 방식 질량 유량 측정 방법,특허,대한민국,2020-10-29,10-2020-0142429,2023-04-10,10-2521173
300,포탄용 이탈피 응력 분산 그루브,특허,대한민국,2022-08-04,10-2022-0097501,2023-04-10,10-2521174
301,펄스파형 송수신을 위한 포토닉스 기반 능동 배열 레이다,특허,대한민국,2021-03-16,10-2021-0033889,2023-04-06,10-2520675
302,지형의 이미지 정보 및 로봇의 속성 정보를 고려하여 로봇에게 임무를 할당하기 위한 전자 장치 및 그의 동작 방법,특허,대한민국,2022-11-07,10-2022-0147190,2023-04-06,10-2520643
303,유도 브릴루앙 산란을 억제하는 협대역 고출력 대구경 광섬유 레이저 장치 및 그 방법,특허,대한민국,2021-12-22,10-2021-0184685,2023-04-05,10-2519766
304,고정시설구조물 내 관형 구조물 지지 장치 및 시스템,특허,대한민국,2021-06-08,10-2021-0074015,2023-04-04,10-2519261
